Passenger_ID,Stop_ID,Latitude,Longitude,Boarding,Alighting,Passenger_Count,Time,Day,Weather,Traffic_Level,Road_Width,Population_Density,Land_Use,Distance_to_Next_Stop_m,Bus_Frequency,Waiting_Time_min,Bus_Dwell_Time_sec,Walking_Distance_m,Occupancy_pct,Peak_Hour,Bus_Route
1108,BS024,13.079282,77.531799,15,10,38,18:30,Monday,Cloudy,Medium,21,8976,Residential,637,10,9,27,111,52,Yes,R02
1109,BS046,13.063727,77.555766,8,24,50,09:30,Sunday,Rainy,Medium,23,10675,Mixed,383,6,2,33,210,65,Yes,R01
1110,BS030,13.070843,77.505798,16,30,51,09:00,Monday,Sunny,Medium,27,3915,Residential,298,10,7,41,146,30,Yes,R02
1111,BS038,13.0018,77.526396,14,7,47,12:15,Tuesday,Cloudy,Low,18,7577,Residential,266,5,10,47,383,83,No,R03
1112,BS037,13.067545,77.545302,26,14,54,09:15,Wednesday,Rainy,Medium,26,7998,Commercial,695,10,4,58,63,97,Yes,R02
1113,BS045,13.037201,77.49342,27,12,69,19:45,Thursday,Sunny,Low,29,9667,Mixed,430,11,13,20,222,43,Yes,R01
1114,BS017,13.033521,77.504831,20,11,49,09:45,Tuesday,Rainy,Low,29,5768,Residential,337,12,9,39,150,67,Yes,R01
1115,BS035,13.062396,77.545751,4,13,35,18:45,Sunday,Rainy,Medium,16,8856,Institutional,340,14,11,17,480,59,Yes,R02
1116,BS021,13.011135,77.568214,39,24,92,12:00,Wednesday,Sunny,Medium,17,8592,Mixed,342,12,15,30,287,55,No,R03
1117,BS049,13.057766,77.4957,16,15,47,12:30,Monday,Cloudy,Low,9,2097,Mixed,285,10,6,46,433,94,No,R01
1118,BS022,13.018233,77.54748,35,11,47,18:00,Sunday,Cloudy,High,18,3111,Residential,570,10,7,41,285,61,Yes,R01
1119,BS020,13.023022,77.527031,32,23,74,18:15,Friday,Rainy,Low,21,2286,Institutional,412,14,3,60,166,93,Yes,R01
1120,BS036,13.024342,77.517384,4,26,45,09:15,Sunday,Sunny,Medium,10,11443,Residential,518,13,13,56,344,30,Yes,R03
1121,BS017,13.069341,77.535678,36,25,65,07:15,Sunday,Sunny,Medium,25,2845,Mixed,664,8,12,57,182,56,Yes,R02
1122,BS005,13.017721,77.546582,10,27,48,08:30,Thursday,Cloudy,Low,8,5651,Residential,366,11,3,18,310,38,Yes,R01
1123,BS042,13.022851,77.534392,10,4,24,19:15,Sunday,Cloudy,Medium,14,8304,Institutional,253,15,8,20,192,56,Yes,R01
1124,BS025,13.010591,77.514881,37,20,79,09:00,Monday,Sunny,Low,17,2736,Mixed,495,13,15,19,271,95,Yes,R02
1125,BS046,13.036257,77.517963,9,2,29,12:15,Sunday,Cloudy,High,30,5130,Residential,291,5,12,18,204,88,No,R02
1126,BS032,13.040034,77.511234,26,16,51,18:30,Sunday,Cloudy,Medium,11,8986,Mixed,529,9,15,15,165,83,Yes,R01
1127,BS046,13.059328,77.505958,14,4,18,12:15,Monday,Rainy,High,17,9209,Institutional,664,15,8,24,121,43,No,R03
1128,BS020,13.019363,77.527518,18,20,52,17:30,Saturday,Cloudy,High,26,3001,Residential,541,19,14,30,116,55,Yes,R02
1129,BS049,13.079829,77.507439,26,13,49,18:00,Tuesday,Rainy,Medium,10,3155,Residential,584,9,8,30,159,67,Yes,R03
1130,BS005,13.011975,77.564777,28,26,82,17:45,Tuesday,Rainy,Medium,8,3320,Mixed,279,6,10,45,157,64,Yes,R02
1131,BS042,13.012162,77.547011,18,5,50,08:30,Friday,Sunny,High,15,9634,Residential,663,13,8,45,118,83,Yes,R01
1132,BS026,13.053593,77.550543,1,30,61,08:00,Sunday,Rainy,Low,19,1828,Residential,524,17,6,22,296,40,Yes,R03
1133,BS038,13.039513,77.508235,11,20,49,12:45,Friday,Sunny,Medium,17,10763,Mixed,354,16,8,28,249,75,No,R01
1134,BS043,13.067838,77.500195,26,26,79,12:15,Friday,Rainy,Low,25,8934,Residential,281,5,11,31,190,40,No,R01
1135,BS041,13.078942,77.520969,12,16,58,08:00,Friday,Sunny,High,17,3241,Mixed,466,8,11,59,434,37,Yes,R03
1136,BS045,13.01573,77.568169,39,22,78,12:00,Sunday,Cloudy,High,27,9790,Institutional,404,13,12,31,79,25,No,R02
1137,BS005,13.032961,77.551581,6,2,15,17:45,Wednesday,Sunny,High,15,8833,Institutional,590,10,3,15,448,49,Yes,R02
1138,BS017,13.021797,77.527495,24,20,63,18:00,Sunday,Sunny,High,22,2867,Mixed,270,9,8,46,305,90,Yes,R03
1139,BS037,13.023345,77.523754,18,3,43,09:45,Saturday,Sunny,High,20,9321,Mixed,500,8,11,22,214,37,Yes,R03
1140,BS019,13.079321,77.527901,31,27,73,19:00,Wednesday,Cloudy,Low,12,6564,Institutional,502,13,15,47,118,77,Yes,R02
1141,BS019,13.042221,77.505517,24,9,50,07:00,Monday,Sunny,Medium,22,5403,Mixed,269,17,8,58,176,66,Yes,R03
1142,BS047,13.032316,77.534286,15,1,24,17:30,Saturday,Rainy,High,18,2442,Mixed,253,6,10,48,63,36,Yes,R03
1143,BS006,13.011073,77.495559,35,29,89,07:30,Saturday,Cloudy,Low,10,7169,Institutional,634,12,13,48,72,20,Yes,R03
1144,BS031,13.07744,77.503037,34,4,45,12:00,Monday,Rainy,Medium,19,8656,Residential,287,18,7,24,422,79,No,R03
1145,BS037,13.059765,77.517417,17,20,41,18:30,Monday,Rainy,Low,21,2643,Institutional,503,9,12,52,149,42,Yes,R01
1146,BS030,13.019629,77.517434,26,13,50,18:15,Wednesday,Rainy,High,29,8552,Mixed,496,13,5,41,86,83,Yes,R01
1147,BS046,13.073507,77.524178,9,20,41,08:30,Sunday,Cloudy,Low,26,6463,Mixed,464,8,12,21,167,35,Yes,R02
1148,BS025,13.043565,77.511434,0,8,17,08:15,Friday,Sunny,High,17,9367,Residential,330,17,3,25,395,39,Yes,R02
1149,BS041,13.066514,77.515139,12,28,60,08:30,Monday,Rainy,High,9,3974,Commercial,578,8,2,28,408,45,Yes,R03
1150,BS002,13.076676,77.564322,35,17,58,17:15,Friday,Sunny,High,27,7432,Residential,586,8,4,48,246,74,Yes,R02
1151,BS022,13.040979,77.56017,40,7,54,09:45,Thursday,Sunny,Low,16,10279,Commercial,631,15,8,19,173,43,Yes,R01
1152,BS033,13.077948,77.556362,39,28,74,19:15,Wednesday,Cloudy,High,10,9030,Commercial,411,14,4,30,366,21,Yes,R01
1153,BS041,13.051356,77.527368,35,23,76,17:00,Monday,Sunny,High,11,3307,Residential,598,7,6,52,430,79,Yes,R02
1154,BS030,13.077739,77.515251,27,9,45,09:00,Monday,Cloudy,Medium,18,4939,Residential,305,20,4,45,432,82,Yes,R03
1155,BS048,13.007334,77.569138,7,15,36,09:30,Tuesday,Cloudy,High,30,10614,Institutional,400,5,2,29,347,22,Yes,R01
1156,BS023,13.02413,77.550446,34,25,71,19:45,Thursday,Sunny,High,22,4681,Institutional,408,8,3,19,229,100,Yes,R03
1157,BS043,13.067057,77.495414,7,1,8,17:30,Friday,Rainy,Medium,22,3752,Institutional,391,14,4,55,359,86,Yes,R01
1158,BS002,13.007551,77.537333,38,26,81,19:30,Saturday,Cloudy,Medium,28,11502,Institutional,387,7,11,56,439,31,Yes,R01
1159,BS024,13.027891,77.555709,1,20,35,18:30,Tuesday,Sunny,Low,24,9303,Residential,353,14,4,20,275,95,Yes,R03
1160,BS025,13.046839,77.542676,3,4,28,12:45,Monday,Rainy,Low,9,1322,Commercial,484,6,10,27,146,95,No,R02
1161,BS046,13.048678,77.563593,32,18,74,09:45,Sunday,Rainy,Low,20,3456,Institutional,516,15,12,40,278,30,Yes,R01
1162,BS039,13.005654,77.554712,8,16,51,09:00,Thursday,Sunny,High,26,10476,Commercial,386,15,14,23,484,54,Yes,R02
1163,BS011,13.043641,77.544867,32,9,44,08:30,Monday,Cloudy,Low,11,6123,Commercial,422,11,6,50,213,53,Yes,R01
1164,BS032,13.072867,77.525592,18,7,40,19:30,Friday,Sunny,Low,26,6540,Institutional,402,15,9,51,336,69,Yes,R03
1165,BS050,13.021799,77.494435,0,2,10,08:30,Friday,Sunny,Medium,12,9498,Mixed,298,17,5,57,434,29,Yes,R01
1166,BS048,13.050745,77.555116,2,13,43,18:00,Thursday,Cloudy,High,9,5629,Residential,281,11,10,40,241,99,Yes,R01
1167,BS050,13.057278,77.491099,28,27,55,09:30,Friday,Sunny,Low,10,9656,Residential,673,11,9,51,320,64,Yes,R03
1168,BS001,13.075835,77.560997,24,24,67,09:45,Wednesday,Cloudy,Low,8,11792,Mixed,505,10,6,29,164,34,Yes,R03
1169,BS044,13.032383,77.524304,36,11,63,09:00,Wednesday,Cloudy,Medium,8,9170,Commercial,285,17,7,28,356,67,Yes,R01
1170,BS006,13.070599,77.568142,30,2,41,19:15,Monday,Rainy,High,9,11378,Commercial,434,7,2,59,487,40,Yes,R02
1171,BS022,13.053043,77.558544,0,20,30,09:00,Wednesday,Sunny,High,10,4677,Institutional,295,9,11,53,81,83,Yes,R03
1172,BS031,13.027479,77.520083,9,27,58,09:30,Tuesday,Sunny,Medium,11,9960,Mixed,386,7,13,33,396,83,Yes,R02
1173,BS005,13.0665,77.491311,28,27,58,09:45,Tuesday,Cloudy,High,27,8701,Commercial,359,7,7,55,396,34,Yes,R03
1174,BS032,13.051977,77.511335,35,26,86,12:00,Monday,Cloudy,Low,12,3331,Institutional,300,12,9,21,256,21,No,R03
1175,BS021,13.05901,77.533361,5,14,31,12:00,Friday,Sunny,Medium,14,2308,Commercial,321,17,7,35,85,76,No,R01
1176,BS025,13.066261,77.564994,23,11,50,09:00,Friday,Cloudy,Medium,15,2449,Commercial,439,11,13,30,76,86,Yes,R02
1177,BS005,13.038494,77.521695,4,4,29,19:45,Friday,Sunny,Low,23,4905,Commercial,454,12,11,35,469,45,Yes,R02
1178,BS007,13.001537,77.558628,2,10,41,19:30,Friday,Rainy,Low,17,4994,Commercial,292,17,15,20,239,89,Yes,R02
1179,BS014,13.023442,77.552064,31,20,66,18:45,Tuesday,Rainy,Low,28,6604,Mixed,587,19,3,60,50,97,Yes,R01
1180,BS027,13.046699,77.507254,27,20,74,08:30,Tuesday,Cloudy,High,15,9571,Mixed,593,15,11,32,240,59,Yes,R01
1181,BS041,13.078817,77.530877,11,10,50,17:00,Sunday,Cloudy,Low,9,11709,Commercial,508,12,6,42,447,92,Yes,R01
1182,BS029,13.058068,77.564981,21,10,34,08:00,Wednesday,Cloudy,High,23,8296,Residential,520,12,13,38,463,93,Yes,R01
1183,BS021,13.037709,77.520364,35,11,70,12:15,Saturday,Sunny,Low,28,4906,Residential,547,11,9,47,196,94,No,R01
1184,BS036,13.000149,77.523828,28,15,49,12:15,Tuesday,Cloudy,High,17,6924,Mixed,516,11,5,45,127,78,No,R01
1185,BS019,13.057687,77.569922,40,15,64,18:30,Thursday,Rainy,Low,28,7986,Commercial,274,14,13,57,226,96,Yes,R02
1186,BS039,13.027478,77.507284,24,11,36,17:30,Wednesday,Cloudy,Medium,20,11398,Commercial,459,12,2,32,250,25,Yes,R01
1187,BS035,13.044836,77.535517,34,1,53,08:45,Thursday,Sunny,High,28,1666,Commercial,356,5,15,55,376,20,Yes,R03
1188,BS022,13.007126,77.531444,36,5,65,12:15,Friday,Sunny,Low,27,7259,Mixed,292,11,10,26,201,65,No,R03
1189,BS031,13.051454,77.500842,3,9,39,18:45,Saturday,Sunny,High,30,8141,Commercial,422,5,9,48,223,31,Yes,R03
1190,BS022,13.044894,77.549043,34,27,74,08:30,Monday,Rainy,Medium,26,10695,Mixed,616,12,8,41,448,72,Yes,R02
1191,BS004,13.0702,77.500187,9,19,42,07:30,Monday,Cloudy,Medium,12,9374,Residential,552,5,5,42,170,58,Yes,R02
1192,BS036,13.011749,77.534266,32,22,57,17:45,Friday,Sunny,Low,8,10318,Institutional,399,19,10,40,393,96,Yes,R03
1193,BS047,13.049025,77.545322,26,18,73,08:45,Wednesday,Sunny,Low,29,9976,Mixed,664,12,5,31,438,61,Yes,R03
1194,BS042,13.053228,77.550731,13,20,45,17:45,Saturday,Sunny,Medium,23,8865,Residential,387,17,15,38,429,46,Yes,R01
1195,BS005,13.041918,77.525253,7,6,15,07:30,Sunday,Cloudy,Low,28,8691,Commercial,535,12,4,18,231,44,Yes,R03
1196,BS013,13.017836,77.531489,38,12,62,09:15,Sunday,Rainy,High,27,10066,Institutional,525,18,7,22,337,66,Yes,R01
1197,BS045,13.065583,77.541976,32,17,73,09:30,Thursday,Rainy,High,10,5848,Institutional,267,17,7,16,288,72,Yes,R01
1198,BS039,13.053444,77.554183,38,6,45,18:45,Tuesday,Rainy,Medium,20,9147,Commercial,427,12,15,23,106,31,Yes,R01
1199,BS043,13.007272,77.506221,2,0,27,17:00,Thursday,Cloudy,Low,15,10774,Residential,340,8,5,50,252,53,Yes,R02
1200,BS039,13.068063,77.55963,9,14,23,17:00,Sunday,Sunny,Medium,29,1702,Mixed,668,11,6,31,379,24,Yes,R02
1201,BS036,13.070589,77.556541,25,27,62,07:15,Monday,Sunny,Medium,16,8859,Institutional,264,7,5,48,404,31,Yes,R01
1202,BS013,13.033717,77.549281,31,16,57,07:30,Thursday,Cloudy,Low,13,7554,Institutional,575,15,4,34,374,51,Yes,R03
1203,BS016,13.033777,77.540455,6,8,18,09:00,Wednesday,Sunny,High,11,6869,Mixed,478,10,13,23,258,62,Yes,R03
1204,BS043,13.04449,77.51095,14,8,23,18:30,Monday,Rainy,Low,30,3160,Residential,662,15,5,20,97,71,Yes,R02
1205,BS042,13.040827,77.544146,35,30,95,12:00,Sunday,Sunny,High,11,5066,Mixed,596,19,5,41,378,84,No,R02
1206,BS049,13.021692,77.524493,0,12,23,12:45,Monday,Sunny,High,15,1071,Commercial,272,7,12,28,169,46,No,R01
1207,BS022,13.062928,77.558329,36,27,89,12:00,Wednesday,Rainy,Low,11,9957,Institutional,693,20,5,55,111,73,No,R03
1208,BS043,13.025609,77.533572,8,3,36,07:45,Thursday,Sunny,High,21,4864,Mixed,305,18,9,16,107,95,Yes,R01
1209,BS050,13.044715,77.535155,6,11,39,12:00,Thursday,Rainy,Low,10,4087,Institutional,666,20,6,35,358,66,No,R03
1210,BS049,13.053328,77.49256,40,16,85,09:15,Thursday,Cloudy,Medium,22,10147,Institutional,569,7,9,31,194,41,Yes,R02
1211,BS027,13.010916,77.528873,12,30,48,18:15,Sunday,Rainy,Medium,12,5281,Residential,484,6,9,55,147,52,Yes,R01
1212,BS006,13.073312,77.538158,12,23,50,18:00,Friday,Rainy,Low,13,8127,Residential,333,20,11,43,317,73,Yes,R03
1213,BS006,13.007694,77.550901,10,25,47,12:15,Wednesday,Rainy,Low,11,5783,Commercial,543,5,4,26,351,43,No,R01
1214,BS012,13.032576,77.499778,0,13,40,17:45,Thursday,Rainy,Low,16,4405,Residential,310,8,13,53,157,84,Yes,R01
1215,BS044,13.057505,77.513916,6,28,56,09:00,Tuesday,Rainy,High,9,3283,Mixed,567,18,7,43,285,83,Yes,R03
1216,BS013,13.059533,77.52797,39,24,68,07:30,Friday,Sunny,Medium,25,3903,Residential,684,17,3,36,433,59,Yes,R03
1217,BS016,13.008704,77.544394,0,9,36,07:30,Tuesday,Rainy,Low,13,9346,Mixed,617,18,15,41,394,72,Yes,R01
1218,BS037,13.06347,77.50987,33,11,52,18:00,Wednesday,Cloudy,High,12,5080,Institutional,417,10,2,52,79,26,Yes,R02
1219,BS008,13.055511,77.569665,16,20,51,12:15,Sunday,Rainy,High,25,11619,Mixed,498,16,15,54,165,78,No,R01
1220,BS044,13.039427,77.519599,5,11,29,07:00,Monday,Cloudy,High,22,7441,Institutional,445,6,12,28,113,40,Yes,R03
1221,BS014,13.047051,77.507492,7,23,31,07:30,Wednesday,Rainy,Low,16,6389,Residential,282,19,13,55,334,86,Yes,R02
1222,BS014,13.030089,77.541422,15,0,32,07:45,Sunday,Cloudy,Low,17,1772,Mixed,561,9,12,58,245,60,Yes,R02
1223,BS038,13.013371,77.498486,24,1,40,18:15,Wednesday,Cloudy,Low,8,11219,Commercial,304,6,7,47,383,40,Yes,R02
1224,BS006,13.066482,77.505472,11,22,36,17:00,Friday,Rainy,High,17,7662,Residential,326,16,12,17,479,67,Yes,R03
1225,BS049,13.051957,77.534007,26,16,46,09:15,Sunday,Sunny,Medium,14,6318,Commercial,607,5,6,32,377,69,Yes,R02
1226,BS016,13.048871,77.547013,5,29,36,09:15,Saturday,Cloudy,High,13,5778,Residential,356,20,6,47,268,25,Yes,R01
1227,BS009,13.028298,77.559119,26,4,50,12:45,Friday,Rainy,Medium,25,4204,Commercial,528,19,10,25,492,32,No,R03
1228,BS024,13.020081,77.523718,26,8,43,19:00,Monday,Rainy,Medium,20,3381,Residential,650,14,7,32,80,90,Yes,R03
1229,BS024,13.062908,77.557883,5,0,23,17:30,Thursday,Cloudy,High,15,5462,Mixed,670,13,10,50,263,61,Yes,R02
1230,BS044,13.001284,77.509807,7,29,51,09:00,Friday,Cloudy,Low,30,2375,Residential,334,15,2,32,491,23,Yes,R02
1231,BS048,13.01524,77.547084,7,18,48,12:15,Monday,Cloudy,Low,16,6210,Mixed,257,20,5,38,478,67,No,R03
1232,BS042,13.026749,77.496903,21,21,60,19:30,Tuesday,Rainy,Low,9,9150,Institutional,320,9,13,28,91,41,Yes,R01
1233,BS043,13.046356,77.544649,37,26,93,12:15,Saturday,Rainy,Low,30,6049,Residential,576,6,5,52,363,96,No,R01
1234,BS017,13.015752,77.498119,8,9,22,08:30,Saturday,Rainy,High,18,8199,Commercial,506,20,6,35,457,63,Yes,R02
1235,BS017,13.069626,77.521086,4,1,7,18:00,Sunday,Sunny,Low,12,9013,Mixed,311,20,4,21,204,63,Yes,R02
1236,BS011,13.001128,77.541794,34,2,36,07:00,Monday,Cloudy,High,28,8729,Mixed,571,16,14,32,476,51,Yes,R02
1237,BS025,13.05815,77.557005,21,15,53,17:45,Saturday,Rainy,Low,8,8593,Residential,530,10,12,16,95,67,Yes,R03
1238,BS029,13.018261,77.522404,9,19,32,18:30,Monday,Sunny,Medium,20,9686,Commercial,656,11,5,46,281,86,Yes,R02
1239,BS040,13.022105,77.551409,33,18,79,09:45,Tuesday,Cloudy,Low,29,7939,Commercial,402,7,3,46,451,28,Yes,R01
1240,BS032,13.0466,77.504074,12,25,64,18:45,Sunday,Sunny,Medium,15,10348,Institutional,253,14,9,52,346,32,Yes,R03
1241,BS034,13.027463,77.494575,29,23,64,19:30,Saturday,Sunny,High,12,8032,Mixed,481,5,9,58,204,43,Yes,R03
1242,BS035,13.035155,77.524503,24,20,66,09:00,Wednesday,Rainy,Medium,26,7523,Residential,575,6,7,49,485,81,Yes,R01
1243,BS047,13.007448,77.534394,5,3,16,18:30,Wednesday,Sunny,Low,8,2954,Institutional,311,10,15,25,246,73,Yes,R02
1244,BS004,13.041685,77.504065,31,1,37,07:00,Monday,Rainy,Medium,20,8504,Mixed,510,10,13,19,133,92,Yes,R03
1245,BS028,13.014817,77.548855,17,19,54,08:30,Saturday,Sunny,High,18,1397,Mixed,564,7,14,56,316,40,Yes,R02
1246,BS020,13.01484,77.523934,31,27,66,18:15,Wednesday,Rainy,Medium,20,1759,Commercial,345,6,9,34,351,26,Yes,R03
1247,BS039,13.072198,77.542292,32,4,60,17:15,Tuesday,Rainy,High,27,7772,Commercial,329,16,15,20,497,85,Yes,R01
1248,BS043,13.040643,77.512787,8,19,33,18:00,Wednesday,Rainy,High,20,7909,Residential,384,7,5,39,177,29,Yes,R03
1249,BS025,13.022545,77.566529,14,5,21,12:30,Tuesday,Cloudy,Medium,23,7440,Institutional,508,20,7,25,133,57,No,R01
1250,BS048,13.028054,77.519935,33,23,76,07:15,Thursday,Sunny,High,19,4643,Commercial,305,20,4,35,354,92,Yes,R02
1251,BS024,13.005583,77.545437,8,5,18,18:30,Sunday,Cloudy,Low,21,2253,Mixed,514,11,4,44,246,48,Yes,R03
1252,BS005,13.043586,77.509541,30,29,71,09:45,Monday,Rainy,High,21,5735,Commercial,372,17,6,19,221,45,Yes,R03
1253,BS008,13.003539,77.566465,19,29,77,08:00,Monday,Rainy,Low,16,11402,Commercial,433,19,13,58,415,62,Yes,R02
1254,BS002,13.0356,77.511089,7,9,40,07:45,Sunday,Sunny,Low,19,6842,Commercial,637,14,3,34,435,60,Yes,R01
1255,BS050,13.035793,77.559742,33,28,84,18:00,Monday,Sunny,Low,10,8040,Institutional,667,7,5,30,449,59,Yes,R02
1256,BS021,13.012411,77.497764,5,4,31,17:15,Wednesday,Cloudy,Low,17,9484,Mixed,546,9,8,40,158,26,Yes,R03
1257,BS035,13.037281,77.507497,21,0,43,17:00,Thursday,Rainy,Low,10,9915,Mixed,305,15,2,36,254,66,Yes,R03
1258,BS025,13.059781,77.562464,37,6,60,07:45,Friday,Rainy,High,26,5743,Commercial,390,8,13,57,384,70,Yes,R01
1259,BS043,13.07957,77.55486,13,1,28,12:00,Sunday,Cloudy,High,12,7838,Residential,602,16,4,55,97,90,No,R01
1260,BS032,13.051673,77.498412,12,13,49,07:30,Thursday,Rainy,High,14,5936,Institutional,487,12,2,32,378,95,Yes,R02
1261,BS011,13.002919,77.549283,8,5,15,09:00,Thursday,Rainy,High,30,9112,Commercial,396,13,14,57,177,40,Yes,R01
1262,BS021,13.024785,77.541053,5,13,45,17:30,Saturday,Rainy,High,13,10979,Institutional,629,8,7,58,108,80,Yes,R02
1263,BS031,13.044306,77.507185,7,17,25,07:15,Friday,Rainy,Medium,17,11108,Commercial,256,11,14,43,421,35,Yes,R01
1264,BS046,13.072003,77.504259,35,14,63,08:45,Thursday,Cloudy,Low,23,3104,Institutional,540,17,6,41,410,87,Yes,R02
1265,BS045,13.032564,77.531402,31,24,81,07:15,Saturday,Cloudy,Medium,23,4228,Commercial,448,19,12,39,407,41,Yes,R02
1266,BS008,13.025909,77.511626,13,22,50,07:30,Monday,Sunny,Low,29,8411,Mixed,396,19,6,35,87,84,Yes,R01
1267,BS034,13.055068,77.512922,22,3,33,19:45,Wednesday,Rainy,Low,24,2201,Institutional,379,20,9,46,398,49,Yes,R01
1268,BS017,13.066938,77.518279,26,15,55,17:15,Sunday,Rainy,Medium,24,8405,Commercial,562,10,12,16,257,28,Yes,R02
1269,BS042,13.029632,77.565154,11,15,28,19:45,Sunday,Rainy,High,30,11664,Residential,451,7,10,33,327,98,Yes,R02
1270,BS033,13.004096,77.547199,23,3,51,07:30,Friday,Cloudy,High,23,1322,Institutional,446,9,9,28,338,33,Yes,R01
1271,BS020,13.020213,77.494299,40,19,82,19:45,Thursday,Cloudy,Low,29,3937,Institutional,339,10,2,54,310,48,Yes,R01
1272,BS001,13.051346,77.500709,20,23,44,08:45,Thursday,Rainy,Medium,26,11014,Residential,286,11,5,40,499,77,Yes,R01
1273,BS015,13.048506,77.531776,6,12,48,07:00,Wednesday,Cloudy,Low,11,2348,Institutional,433,12,12,47,476,43,Yes,R01
1274,BS036,13.040984,77.56678,26,24,61,19:30,Wednesday,Rainy,Low,26,7837,Mixed,475,9,6,28,362,59,Yes,R03
1275,BS036,13.046519,77.510283,36,20,80,09:45,Tuesday,Cloudy,High,11,11365,Institutional,445,6,4,60,206,24,Yes,R01
1276,BS011,13.048226,77.50142,18,23,71,12:45,Saturday,Rainy,Low,11,11616,Institutional,502,15,12,18,176,49,No,R02
1277,BS043,13.04906,77.551763,11,27,45,19:15,Wednesday,Rainy,Medium,9,3348,Institutional,581,19,4,44,231,96,Yes,R03
1278,BS045,13.03566,77.537478,20,12,38,19:15,Saturday,Sunny,Medium,21,11571,Institutional,489,5,11,22,136,36,Yes,R02
1279,BS027,13.022734,77.512504,4,25,58,08:30,Monday,Sunny,High,21,9740,Mixed,252,16,8,41,162,92,Yes,R01
1280,BS030,13.020792,77.558888,35,3,45,18:00,Thursday,Sunny,High,20,8052,Commercial,343,8,2,44,311,66,Yes,R02
1281,BS025,13.047475,77.527006,36,14,65,07:00,Wednesday,Cloudy,Low,25,2967,Residential,551,17,12,31,388,96,Yes,R02
1282,BS013,13.038896,77.522413,1,0,16,19:45,Wednesday,Rainy,High,21,9096,Mixed,616,18,10,35,79,92,Yes,R01
1283,BS041,13.065904,77.532476,8,21,54,07:15,Sunday,Rainy,High,19,4855,Mixed,344,14,11,44,395,27,Yes,R03
1284,BS040,13.072365,77.504621,8,17,41,12:45,Sunday,Rainy,Medium,11,7174,Commercial,593,8,4,44,61,22,No,R01
1285,BS003,13.010229,77.50362,11,28,67,07:45,Tuesday,Sunny,Medium,19,10130,Mixed,661,8,13,38,418,66,Yes,R01
1286,BS030,13.031968,77.505484,19,5,29,18:15,Monday,Cloudy,Medium,22,3791,Residential,394,10,14,41,219,94,Yes,R03
1287,BS019,13.003832,77.493494,12,12,47,18:00,Wednesday,Sunny,High,14,8314,Residential,562,9,8,55,69,31,Yes,R03
1288,BS041,13.040519,77.566542,11,2,22,07:45,Friday,Rainy,High,12,6697,Commercial,272,12,10,24,355,28,Yes,R02
1289,BS002,13.045201,77.522773,27,18,66,12:30,Friday,Sunny,Low,23,3961,Residential,350,11,8,22,463,97,No,R02
1290,BS030,13.021388,77.548863,15,8,41,18:30,Saturday,Rainy,High,30,1841,Mixed,450,13,13,49,293,43,Yes,R01
1291,BS003,13.04546,77.549402,20,18,65,09:00,Tuesday,Cloudy,High,10,8823,Mixed,624,17,14,37,434,33,Yes,R01
1292,BS050,13.067582,77.568365,14,12,54,19:00,Tuesday,Cloudy,Medium,19,5978,Institutional,395,15,5,48,471,47,Yes,R03
1293,BS007,13.066422,77.542514,7,27,63,18:45,Monday,Rainy,Low,19,7396,Institutional,322,5,13,30,238,84,Yes,R01
1294,BS050,13.014521,77.526959,23,22,52,17:15,Friday,Rainy,High,26,8325,Commercial,397,8,2,54,129,53,Yes,R03
1295,BS012,13.06172,77.491894,19,20,46,09:00,Wednesday,Sunny,High,12,2132,Residential,607,17,10,15,54,34,Yes,R01
1296,BS002,13.01121,77.53819,24,25,59,17:00,Friday,Sunny,Low,17,1409,Mixed,605,6,9,27,495,51,Yes,R03
1297,BS032,13.018145,77.555149,14,23,42,09:30,Wednesday,Sunny,High,9,3963,Mixed,599,16,13,17,86,66,Yes,R01
1298,BS030,13.037936,77.546906,18,16,62,19:15,Wednesday,Sunny,Medium,30,5393,Commercial,400,10,6,19,54,52,Yes,R03
1299,BS016,13.040619,77.560755,15,17,41,19:45,Friday,Sunny,Medium,22,11987,Residential,306,6,7,48,285,78,Yes,R03
1300,BS037,13.026103,77.513255,39,29,98,17:30,Sunday,Rainy,High,24,11303,Commercial,439,10,7,33,287,84,Yes,R01
1301,BS024,13.021077,77.524557,28,13,54,07:30,Wednesday,Cloudy,Medium,18,10535,Mixed,393,13,14,55,162,75,Yes,R03
1302,BS022,13.061669,77.540553,1,25,43,07:45,Thursday,Rainy,High,21,4562,Mixed,312,20,9,56,288,59,Yes,R03
1303,BS048,13.014363,77.539936,7,1,22,07:15,Sunday,Cloudy,High,19,11702,Residential,255,8,8,52,330,30,Yes,R03
1304,BS014,13.000864,77.550168,7,13,22,09:00,Monday,Cloudy,Low,14,11737,Commercial,601,6,8,16,478,27,Yes,R03
1305,BS013,13.030341,77.523105,8,24,45,17:30,Friday,Rainy,Low,13,8154,Commercial,344,15,14,24,227,91,Yes,R01
1306,BS009,13.024747,77.549913,18,17,43,17:00,Saturday,Rainy,Medium,9,8044,Commercial,517,17,15,59,258,84,Yes,R03
1307,BS009,13.057385,77.520793,13,4,40,18:15,Monday,Rainy,Medium,13,11671,Residential,389,5,10,43,310,78,Yes,R01
1308,BS014,13.069868,77.508804,36,6,42,18:45,Sunday,Cloudy,Medium,8,9088,Institutional,288,9,13,33,382,80,Yes,R01
